word,ipa
অব্যয়,ɔbbʱoʲ
বিশেষণ১০,biʃeʃɔn10
ঘন্টা,gʱɔnta
বিনাশী,binaʃi
বিছুই,bicʰu͡i̯
টিক্কাপাড়া,tikkapaɽa
কীভাবে,kibʱabe
ইটস,itʃ
অ্যা,æ
মিট,mit
টুডে,tude
স্পেসে,spese
হাসেম,haʃem
সুয়ারেজকে,ʃuʲareɟke
কোপায়,kopaʲ
শো,ʃo
আজিয়াটা,aɟiʲata
টক্কর,tokkor
গার্ল,garlo
রেডমেইনে,redme͡i̯ne
ফিনকি,pʰinki
আলোকতি,alokot̪i
লক্ষ্যমাত্রায়,lokkʰomat̪raʲ
ময়েজ,mɔʲeɟ
কনটেন্টগুলো,kontentgulo
কাবিটা,kabita
সাভার-সিংগাইর,ʃabʱaro-ʃiŋga͡i̯r
চিত্রের,cit̪rer
সফল,ʃɔpʰol
ভূপ্রত্নতত্ত্ব,bʱuprot̪not̪ɔt̪t̪o
আবিষ্কারে,abiʃkare
রোনাল্ডোবিহীন,ronaldobihin
চান্দ্র,cand̪ro
দিনটিতেই,d̪intit̪e͡i̯
হরিশপুরের,horiʃpurer
বাসায়ও,baʃaʲo
চাঁপাইনবাবগঞ্জ-রহনপুর,cãpa͡i̯nbabɔgnɟɔ-rhonpur
মেরিল্যান্ডের,merilænder
জেলা-উপজেলায়,ɟela-upoɟelaʲ
হলদিউরা,hold̪i͡u̯ra
হলদিউড়া,hold̪i͡u̯ɽa
১৯১,191
ধারাভাষ্যকাররা,d̪ʱarabʱaʃʃokarra
যুবরাজকেই,ɟubɔraɟke͡i̯
ইউনিটকে,i͡u̯nitke
টুগেদারও,tuged̪aro
কিবোর্ডের,kiborder
জু,ɟu
ফিনের,pʰiner
সংখ্যাগরিষ্ঠতার,ʃɔŋkʰagoriʃtʰot̪ar
ব্যাটসম্যান,bætʃɔmæn
গলল,gɔlolo
পিচ্চিনির,piccinir
বেটিস,betis
ভারতে,bʱart̪e
ঠাকুরগাঁওস্থ,tʰakurgão͡i̯st̪ʰo
ছাত্রতের,cʰat̪rot̪er
বালাহৈর,balaho͡i̯r
ভিন্নরকম,bʱinnɔrɔkom
গেলেন,gelen
কোচিংটা,kociŋta
রে,re
রাষ্ট্রীয়,raʃtriʲo
রেজোয়ান,reɟoʷan
পারাটা,parata
চানের,caner
লাফ্স,lapʰs
অঙ্গপ্রতিষ্ঠান,ɔŋgoprot̪iʃtʰan
শ্রীমঙ্গলে,srimoŋgole
মৃত্য,mrit̪t̪o
সানেম,ʃanem
মঠোপথে,mɔtʰopot̪ʰe
বিছিয়ে,bicʰiʲe
উপ-অঞ্চলের,upo-ɔncoler
বেদুইন,bed̪u͡i̯n
৭২৬,726
“নিরিবিলি,“niribili
দুজনায়”,d̪uɟɔnaʲ”
দেশছাড়া,d̪eʃcʰaɽa
সুদূরপ্রসারী,ʃud̪urproʃari
ই-শপ,i-ʃp
ন্যায্যমূল্যে,næɟɟomulle
ব্যাপাটি,bæpati
শামছ,ʃamcʰo
বিক্রিত,bikrit̪o
আকাশছোঁয়া,akaʃcʰe͡ã̯ʲa
খেজুর,kʰeɟur
সুইচিমু,ʃu͡i̯cimu
মার্মা,marma
কাপ্তাইয়ের,kapt̪a͡i̯ʲer
অনুষ্ঠানর,onuʃtʰanɔr
কার্তিক,kart̪ik
প্রেমসংক্রান্ত,premʃɔŋkrant̪o
শো-রুমের,ʃo-rumer
অথৈ,ɔt̪ʰo͡i̯
নোফেল,nopʰel
বারিধারাকে,barid̪ʱarake
লে-আউটের,le-a͡u̯ter
কোরআনই,korani
পাথেয়,pat̪ʰeʲo
সংঘদান,ʃɔŋgʱɔd̪an
চিরবৈরী,cirbo͡i̯ri
লোনের,loner
ঝক্কিও,o͡i̯kki͡o̯
ভাসানীর,bʱaʃanir
পর্বতারোহণটি,pɔrbot̪arohonti
রক্সি,rɔksi
লালচিতার,lalcit̪ar
লঙ্ঘনে,lɔŋgʱone
৭২৪,724
অমান্যকারীদের,ɔmannokarid̪er
শাফিন,ʃapʰin
শুল্কের,ʃulker
আনন্দনগর,anond̪ongɔr
গাড়িষাপাড়া,gaɽiʃapaɽa
কৃষি,kriʃi
প্রাণিজ,praniɟ
প্রবৃদ্ধি,probrid̪d̪ʱi
সালনা,salona
কোনাবাড়ী,konabaɽi
দুঃসময়,d̪uʃʃɔmɔʲ
কফির,kɔpʰir
করমজল,kɔrmoɟɔl
হারবাড়িয়া,harbaɽiʲa
শ্রবণশক্তিও,srobonʃɔkt̪i͡o̯
প্যাটেল,pætel
যাদবও,ɟad̪bo
নিসর্গ,niʃɔrgo
ডিগ্রি,digri
সেলেও,ʃele͡o̯
সিনহাকে,ʃinhake
চূড়ান্তপর্বের,cuɽant̪oporber
পিএসও,pi͡e̯so
৬টিতে,6tit̪e
রাহেনুল,rahenul
অসাম্প্রদায়িক,ɔʃamprod̪aʲik
শোষণমুক্ত,ʃoʃɔnmukt̪o
কবিতা,kobit̪a
প্রহর,prohor
ক্লাসিকে,klaʃike
ফলাফলটা,pʰɔlapʰɔlta
ছাগলগুলোর,cʰagolgulor
ছাগলগুলো,cʰagolgulo
ওএসএস,o͡e̯ʃɔ͡e̯s
বনভূমির,bɔnbʱumir
ব্রাহ্মণপাড়া,brammonpaɽa
ম্যালওয়্যারের,mæloʷɟarer
অরিজিন,oriɟin
দমনকারী,d̪ɔmonkari
সাইটটি,sa͡i̯tti
তামাশা,t̪amaʃa
মজা,mɔɟa
করা,kɔra
প্রোটিন,protin
রক্তকণিকা,rɔkt̪okɔnika
মরুভূমি,morubʱumi
ইতালীয়,it̪aliʲo
শংকাকে,ʃɔŋkake
ইতিবাচকভাবে,it̪ibacɔkbʱabe
আন্তর্জাতিক,ant̪ɔrɟat̪ik
সেক্টরেও,sektɔre͡o̯
ব্যাংকঋণ,bæŋkrin
লালদিঘীরপাড়স্থ,lald̪igʱirpaɽost̪ʰo
এসভিপি,ekbʱipi
হারনুর,harnur
ওমকে,umke
মানবেন,manben
মুরগিকে,murgike
ছেনোয়ারা,cʰenoʷara
বহলীতে,boholit̪e
সাইদুল,sa͡i̯d̪ul
অনুরোধ-,onurod̪ʱ-
বিডা,bida
আলীও,ali͡o̯
পিএলও,pi͡e̯lo
উপকরণগুলোর,upokɔrongulor
প্রাপ্যতার,prappot̪ar
বিচ্যুতি,biccut̪i
জেবুন,ɟebun
দিও,d̪i͡o̯
বিভ্রান্তি,bibʱrant̪i
মিলমালিকরাও,milmalikra͡o̯
নয়াদিল্লিতে,nɔʲad̪illit̪e
নেপালি,nepali
টমটমসহ,tɔmtmɔʃɔho
শহরগুলোর,ʃɔhorgulor
বাধাও,bad̪ʱa͡o̯
যাকেই,ɟake͡i̯
আলীমকে,alimke
ট্রলারটিসহ,trolartiʃɔho
তরুন,t̪orun
তাহাকে,t̪ahake
করিয়া,koriʲa
বানাইতে,bana͡i̯t̪e
সিলেট-১,silet-1
হ্যামস্ট্রিংয়ের,hæmostriŋʲer
ফ্লেচার,pʰlecar
এইচএনসি,e͡i̯cenʃi
পুনর্দখলকৃত,punord̪okʰɔlkrit̪o
এমপি,empi
ম্যাক্রোঁ,mækrẽ
মানবাধিকারের,manobad̪ʱikarer
আরকো,arɔko
ধরান্দি,d̪ʱɔrand̪i
একে-৪৭,eke-47
এসএলআর,eselar
অর্থনৈতিকসহ,ɔrt̪ʰono͡i̯t̪ikʃɔho
অন্যান্যভাবে,ɔnnannobʱabe
৭৯,79
কোটি,koti
আফগানিস্তানেই,apʰganist̪ane͡i̯
আল্লাহ্তায়ালা,allaht̪aʷala
কেয়ামতের,keʲamɔt̪er
আসাদুজ্জামন,aʃad̪uɟɟamon
উভয়পার্শ্বে,ubʱɔʲparʃe
হয়েছে,hoʲecʰe
সিটিজ,sitiɟ
দাবাভারতের,d̪ababʱart̪er
এমএনএসের,emæneʃer
ফাওয়াদ,pʰa͡o̯ʷad̪
ছবি-মুক্তি,cʰobi-mukt̪i
সদর্থক,ʃɔd̪ɔrt̪ʰɔk
ত্রিদেশীয়,t̪rid̪eʃiʲo
টহলে,tɔhole
মাছেও,macʰe͡o̯
ওমেগা,omega
ফ্যাটি,pʰæti
মিথিলা,mit̪ʰila
বাবা-মা,baba-ma
চাকরিক্ষেত্রের,cakrikkʰet̪rer
টিকরপাড়া,tikrpaɽa
রুস্তুম,rust̪um
নিয়োগপ্রক্রিয়া,niʲogprokriʲa
র‌্যাম্পবয়,ræmpbɔʲ
ধূমপায়ী,d̪ʱumpaʲi
অ্যাপোলো,æpe͡a̯le͡a̯
গি্লনিগ্যালস,giloniggalʃ
বসানো,bɔʃane͡a̯
জনসমাবেশের,ɟɔnoʃɔmabeʃer
সাইদ,sa͡i̯d̪
ক্যাচমেন্ট,kæcment
এরিয়ায়,eriʲaʲ
তিনটিরই,t̪intiri
প্রবালের,probaler
মাছরাঙা,macʰraŋa
লেকগুলোর,lekgulor
ধোয়া,d̪ʱoʷa
মোছা,mocʰa
ক্রিচ,kric
অ্যাওয়ারনেস,æ͡æ̯oʷarnes
সিএসই,ʃi͡e̯si
কীর্তিতেও,kirt̪it̪e͡o̯
ভরেনি,bʱɔreni
প্রেরণাদায়ক,preronad̪aʲok
ফেসবুকে,pʰesbuke
অ্যাক্টিভ,æktibʱ
গোড়া,goɽa
ফিজিক্যাল,pʰiɟikæl
রাষ্ট্রপতি,raʃtropot̪i
বাণীও,bani͡o̯
স্পট-ফিক্সিংয়ে,spɔto-pʰikʃiŋʲe
পরীক্ষকদের,porikkʰɔkd̪er
মডেল-উত্তর,mɔdel-ut̪t̪or
চলনবিল,cɔlonbil
অর্থকরী,ɔrt̪ʰokri
চাষ,caʃ
বান্নাহ্র,bannaro
শ্রাবন্তী,srabont̪i
ভাষাভিত্তিক,bʱaʃabʱit̪t̪ik
জাতীয়তাবাদ,ɟat̪iʲot̪abad̪
জাতীয়তাবাদ,ɟat̪iʲot̪abad̪
অতলে,ɔt̪ɔle
মো,me͡a̯
১৫৬তম,156t̪ɔmo
জন্মবার্ষিকীর,ɟɔnmobarʃikir
তোপধ্বনি,t̪opod̪ʱd̪ʱoni
রোহান,rohan
তিনতলার,t̪int̪ɔlar
৩৭১,371
কক্ষেও,kokkʰe͡o̯
পাখিশুমারির,pakʰiʃumarir
পাখিমেলা,pakʰimela
মেহেদীসহ,mehed̪iʃɔho
দুর্লভ,d̪urlɔbʱ
মফিজউদ্দিন,mopʰiɟud̪d̪in
ভিকারুল,bʱikarul
ইসলামকে,islamke
বুদার,bud̪ar
আবদুলের,abd̪uler
মিন্দানাওয়ে,mind̪ana͡o̯ʲe
কেনাসহ,kenaʃɔho
কোয়ালা,koʷala
নিশাচর,niʃacɔr
আমজাদিয়া,amɟad̪iʲa
যাবজ্জীবনপ্রাপ্ত,ɟaboɟɟibɔnprapt̪o
উসুল,usul
আলিঙ্গন,aliŋgɔn
মৃতু্যকেই,mrit̪uʃoke͡i̯
থিও,t̪ʰi͡o̯
রিভলিন,ribʱlin
বাহারুন,baharun
নেছাকে,necʰake
জিরোনার,ɟironar
শ্রমপ্রাসঙ্গিক,srompraʃoŋgik
অপেক্ষায়,ɔpekkʰaʲ
দর্শনার্থীকে,d̪ɔrʃonart̪ʰike
আশঙ্কাও,aʃoŋka͡o̯
অ্যাশেজে,æʃeɟe
পেসারই,peʃari
ঘোড়া,gʱoɽa
উঠুক,utʰuk
জাতীয়তাবাদে,ɟat̪iʲot̪abad̪e
ই-ব্লকের,i-bloker
টেনামেন্ট,tenament
পরিষদগুলোও,poriʃɔd̪gulo͡o̯
কব্জায়,kɔbɟaʲ
সৈয়দ,so͡i̯ʲod̪
বিমসটেক,bimɔʃɔtek
কথাটার,kɔt̪ʰatar
মাল্টি-সেক্টোরাল,malti-sektoral
অঙ্গীকার,ɔŋgikar
মশলাপণ্যের,mɔʃlaponner
শিক্ষকরা,ʃikkʰɔkra
মন্ত্রিসভায়,mɔnt̪riʃbʱaʲ
পরিচালনাকারীদের,poricalonakarid̪er
ফুটবলটি,pʰutbɔlti
ঈসান,iʃan
উচিতউত্তর,ucit̪ut̪t̪or
গ্লাস৫৬,glas56
ইউজিসি,i͡u̯ɟiʃi
৭৩৪,734
সম্পাদকীয়তে,ʃɔmpad̪okiʲot̪e
ইউএনএসকাপ,i͡u̯eneskap
খোসাও,kʰoʃa͡o̯
নেগলেকটেড,negolekted
ট্রপিক্যাল,tropikæl
ডিজিজেস,diɟiɟeʃ
লেপ্রোসি,leproʃi
রিসার্চ,risarco
পরামর্শমূলক,pɔramɔrʃomulok
৪৫৬টি,456ti
বালিয়াডাঙ্গি,baliʲadaŋgi
ঝিনাইগাতি,ɟʱina͡i̯gat̪i
মেনটেইন,mente͡i̯n
ক্রিসটফ,kristopʰ
ছোড়ে,cʰoɽe
সিরিয়া,siriʲa
সীমান্তও,ʃimant̪o͡o̯
গ্রামবাসীসহ,grambaʃiʃɔho
আত্মীয়-স্বজনকে,at̪t̪iʲo-ʃɔɟɔnke
জন্মভূমি,ɟɔnmobʱumi
মন্মথপুর,mɔnmot̪pur
গ্রেড,gred
টিয়ার,tiʲar
আলাউদ্দিন,ala͡u̯d̪d̪in
বেপারী,bæpari
ভূমিসংক্রান্ত,bʱumiʃɔŋkrant̪o
তাইপেকে,t̪a͡i̯peke
সেঞ্চুরিও,ʃencuri͡o̯
বারীর,barir
দমকলবাহিনী,d̪ɔmklobahini
সিক্রেট,ʃikret
ইনটেলিজেন্স,inteliɟens
মান-ইজ্জতের,mano-iɟɟɔt̪er
লেখকই,lekʰɔki
শাসান,ʃaʃan
তোজাম,t̪oɟam
প্লাটিলেট,platilet
প্লাজমা,plaɟma
ফ্লাইটও,pʰla͡i̯to
বিজ্ঞাপন,biggapon
সিএসআই,ʃi͡e̯sa͡i̯
২৮৪,284
স্টিকের,stiker
সজনী,ʃɔɟni
পিছনৈর,picʰono͡i̯r
ক্ষতিগ্রস্থ,kʰot̪igrost̪ʰo
মাইক্রোফোনের,ma͡i̯kropʰoner
দফন,d̪ɔpʰon
ফার্মাসি,pʰarmaʃi
ডুফিনি,dupʰini
মাসুকলার,maʃukɔlar
ডিসট্রোফি,diʃtropʰi
মোর্তজা,mort̪oɟa
সহপাঠীকে,ʃɔhopatʰike
জামাই,ɟama͡i̯
পিছন,picʰɔn
ভবনটিতে,bʱɔbontit̪e
সুস্থ,ʃust̪ʰo
অটোমেটিক,ɔtometik
চয়েস,cɔʲes
তুলবো,t̪ulbo
জয়ীঅনুশীলন,ɟoʲi͡o̯nuʃilon
স্টেকহোল্ডার,stekholdar
বিধানও,bid̪ʱano
ডরিচসহ,doricɔʃɔho
প্রশ্নও,proʃno
ন্যাটোকে,nætoke
সেকেলে,sekele
৪৬৬টি,466ti
নামজারির,namɟarir
স্মৃতিস্তম্ভে,srit̪ist̪ɔmbʱe
পরীক্ষাতেই,porikkʰat̪e͡i̯
৪০,40
ক্রয়-প্রক্রিয়ায়,kroʲo-prokriʲaʲ
শেষ,ʃeʃ
নিস,nis
আসরকে,aʃorke
চাইছিলাম,ca͡i̯cʰilam
সুমী,ʃumi
লিঙ্গকে,liŋgoke
মেট্রিকটন,metriktɔn
ম্যাক্রোঁর,mækrãr
সংবাদমাধ্যমগুলোর,ʃɔŋbad̪mad̪d̪ʱomgulor
সত্যযুগের,ʃot̪t̪oɟuger
শ্যামকুড়,ʃæmkuɽ
স্টোরকিপার,storokipar
দমকলকর্মীরা,d̪ɔmkɔlkɔrmira
পুরঃপ্রকৌশলী,puroproko͡u̯ʃoli
সিজিপিএ,ʃiɟipi͡e̯
সেটারও,ʃetaro
ভারোত্তোলকরা,bʱarot̪t̪olkɔra
অ্যালোভেরা,æ͡æ̯lobʱera
প্রচারাভিযানের,procarabʱiɟaner
তোপধ্বনির,t̪opod̪ʱd̪ʱonir
স্বল্পোন্নত,ʃɔlponnot̪o
এলডিসি,eldisi
প্রতিনিধিনাগরপুর,prot̪inid̪ʱinagorpur
কমিটিনাগরপুরে,kɔmitinagorpure
রঙ,rɔŋ
চর্বি,corbi
লবণ,lɔbon
কার্বনেট,karbonet
ক্ষতিকারক,kʰot̪ikarok
ক্ষতিকারক,kʰot̪ikarok
আপ্যায়ন,appaʲon
শিত্মী,ʃit̪t̪i
খুর্শেদা,kʰurʃed̪a
বোস্তামী,bost̪ami
কিডনি,kidoni
প্রস্টেটসহ,prostetʃɔho
ভুগেছিলেন,bʱugecʰilen
দুর্দশায়,d̪urd̪oʃaʲ
১৫০৭,1507
খিলগ্রাম,kʰilɔgram
নকশার,nokʃar
প্রদর্শনীসহ,prod̪orʃoniʃɔho
কিশোর-যুবকদের,kiʃor-ɟubɔkd̪er
ম্যাক্স-বিএসপিএ,mækʃo-bi͡e̯spiŋ
নাইটের,na͡i̯ter
ক্রীড়ালেখক,kriɽalekʰɔk
দুচোখ,d̪ucokʰ
খেলতে,kʰelt̪e
দোষ,d̪oʃ
মানুষিকভাবে,manuʃikbʱabe
টনসিলে,tɔnosile
নিরাপত্তাই,nirapɔt̪t̪a͡i̯
প্লেনারিতে,plenarit̪e
প্রমোটিং,promotiŋ
আসেম,aʃem
কানেকটিভিটি,kanektibʱiti
পিএএসপি,pi͡e̯espi
সাবরেজিস্ট্রি,ʃaboreɟistri
নং-১০৫২৩,nɔŋ-10523
রমেল,rɔmæl
রোদের,rod̪er
স্মার্টকার্ডের,sartkarder
ব্যাটারিটি,bætariti
বিএফইউজে,bi͡e̯pʰi͡u̯ɟe
গুনের,guner
পূজাকে,puɟake
সাহিদুর,ʃahid̪ur
বায়েজিদের,baʲeɟid̪er
আসতেন,aʃt̪en
ক্লেমেন্ট,klement
অ্যাটলিকে,æ͡æ̯tlike
নেতাজিকে,net̪aɟike
যুদ্ধাপরাধী,ɟud̪d̪ʱapɔrad̪ʱi
জহরলাল,ɟɔhorlal
নেহরু,nehoru
ট্রুলি,truli
দ্রব্যমূল্যের,d̪robbomuller
ব্যবহারযোগ্য,bæboharɟoggo
আব্দেল,abd̪el
ফাত্তাহ,pʰat̪t̪aho
আস-সিসিসহ,aʃo-ʃiʃiʃɔho
হামিরকুৎসা,hamirkut̪ʃa
পাঁচকড়ি,pãckoɽi
আলতাফ,alt̪apʰ
মারলাস,marlas
মোরেনো,moreno
প্রতিশ্রুতিগুলো,prot̪isrut̪igulo
বাড়িয়েছেন,baɽiʲecʰen
গাপটিল,gaptil
৪৫,45
কুল,kul
ক্রেতা-বিক্রেতারা,kret̪a-bikret̪ara
চিিহ্নত,ctimʱot̪o
কারসাজি,karʃaɟi
কনভারশন,konbʱarʃon
কম্বাইন্ড,kɔmba͡i̯nd
মাধ্যমকেই,mad̪d̪ʱomke͡i̯
জন্মসনদ,ɟɔnmoʃond̪
বাবাসহ,babaʃɔho
ফ্রেজার,pʰreɟar
১০৮৬,1086
প্রধানমন্ত্রিত্বের,prod̪ʱanmont̪rit̪t̪er
মার্গারেট,margaret
থ্যাচারের,t̪æcarer
ডেংফং-৪১,deŋpʰɔŋ-41
ক্ষেপণাস্ত্রটি,kʰeponast̪roti
টর্পেডো,tɔrpedo
