Rangpur,ipa_rangpur,Kishoreganj,kishoreganj_ipa,Chittagong,chittagong_ipa,Narsingdi,ipa_narshingdi,Narail,narail_ipa
,,বায়ে,baʲe,কেলাইতাম,kela͡i̯t̪am,বুজান,buɟan,এডমিশনের,edmiʃoner
,,ফচ্চিমবা,pʰɔccimba,রাকি,raki,চিল্লাইছে,cilla͡i̯cʰe,পাবলিকে,pablike
,,যাইলেই,ɟa͡i̯le͡i̯,দিতামনে,d̪it̪amne,চিল্লানির,cillanir,পাওয়াতি,pa͡o̯ʷat̪i
,,সপ্নির,ʃɔpnir,মাইজজেদে,ma͡i̯ɟɟed̪e,গিয়াও,giʲa͡o̯,নৌবাহিনীতি,no͡u̯bahinit̪i
,,জামাইর,ɟama͡i̯r,টানিত,tanit̪o,হমানে,hɔmane,দেওয়াতে,d̪e͡o̯ʲat̪e
,,ছিনচিলা,cʰincila,ন-ফাইরতামনে,nɔ-pʰa͡i̯rot̪amɔne,চিল্লান,cillan,জানি।আমি,ɟani।ami
,,সপ,ʃɔp,যিককা,ɟikka,বারবার,barbar,নিজে,niɟe
,,আমেয়া,ameʲa,চাদে,cad̪e,সেক্রিফাইস,sekripʰa͡i̯s,তাইকি,t̪a͡i̯ki
,,হাপছার,hapcʰar,সাইডতুন,sa͡i̯dt̪un,বিষয়ই,biʃɔʲi,সেইটে,ʃe͡i̯te
,,মছ,mɔcʰo,আছন,acʰon,দরতে,d̪ɔrt̪e,বলছে,bolcʰe
,,মুচ্ছুরা,muccʰura,ওয়ালাইকুমসসালাম,oʷala͡i̯kumʃosalam,সরাসরি,ʃɔraʃori,বোলিছে,bolicʰe
,,মচ্ছিদই,mɔccʰid̪i,গুরুত্বপূর্ণ,gurut̪t̪opurno,ঋণ,rin,ছিলির,cʰilir
,,ইদ্গায়ের,id̪gaʲer,বিষয়ে,biʃɔʲe,লইতি,lo͡i̯t̪i,পিযুষ,piɟuʃ
,,মাড,mad,অনর,ɔnɔr,চিন্তা,cint̪a,ওওও,o͡o̯o
,,মুচ্ছুরার,muccʰurar,মতামত,mɔt̪amɔt̪,বাউ,ba͡u̯,ওতো,ot̪o
,,কাইক,ka͡i̯k,জাইননম,ɟa͡i̯nnom,টেয়া-পইসা,teʲa-piʃa,ওরমতো,ormot̪o
,,প্রাইমারি,pra͡i̯mari,পেশা,peʃa,আইয়েলটসো,a͡i̯ʲeltʃo,কোইরে,ko͡i̯re
,,ইদিগানার,id̪iganar,চুত্রিশ,cut̪riʃ,কাগজফত্র,kagoɟpʰot̪ro,মোনে,mone
,,মাঠ,matʰ,তেত্রিশ,t̪et̪riʃ,রাগারাগি,ragaragi,তাহলি,t̪aholi
,,যাওয়া,ɟa͡o̯ʷa,দরননা,d̪ɔrnona,মারিছ,maricʰo,ভিতোরে,bʱit̪ore
,,তুইতো,t̪u͡i̯t̪o,অইলদেকি,ɔ͡i̯ld̪eki,ইনবক্সো,inbokso,তৈরী,t̪o͡i̯ri
,,জালাল,ɟalal,ব্যাংকত,bæŋkɔt̪o,হুদাহুদি,hud̪ahud̪i,পরিকল্পনা,porikɔlpona
,,বিহাল,bihal,দন্যবাদ,d̪onnobad̪,ফ্রেন্ডলিস্টো,pʰrendlisto,দাড়,d̪aɽ
,,বিল্লালরা,billalɔra,ব্যাংকিং,bæŋkiŋ,কইতেই,ko͡i̯t̪e͡i̯,ভবিষ্যতে,bʱobiʃʃot̪e
,,বকুলার,bokular,আজিয়ার,aɟiʲar,পিরিতের,pirit̪er,কম্ফানিত্তে,kɔmpʰanit̪t̪e
,,এইদিগেতো,e͡i̯d̪iget̪o,আলাপর,alapor,করবোনে,korbone,ওট্টা,otta
,,আনাজ,anaɟ,ভাল,bʱalo,সবসমে,ʃɔboʃɔme,আসপা,aʃpa
,,ভূট্টো,bʱutto,জিনওস,ɟinos,মানন,manon,তিন-চারদিন,t̪in-card̪in
,,ভূট্টারও,bʱuttaro,জাইনতো,ɟa͡i̯nt̪o,মারোন,maron,থাকবানি,t̪ʰakbani
,,এযেন,eɟen,চন,cɔn,থাওক,t̪ʰa͡o̯k,থাইকলে,t̪ʰa͡i̯kɔle
,,ফালায়ালছে,pʰalaʷalcʰe,ফইততেককান,pʰo͡i̯t̪ɔt̪ekkan,দেকবো,d̪ekbo,রান্না-বান্না,ranna-banna
,,ভইরালছে,bʱo͡i̯ralcʰe,একেককান,ækekkan,আবি,abi,উইড়ে,u͡i̯ɽe
,,ভূট্টোও,bʱutto͡o̯,কেউরতু,ke͡u̯rot̪u,জানাইস,ɟana͡i̯ʃ,বুন্ডির,bundir
,,আন্নেরারেতো,anneraret̪o,আরেকজনরতুন,arekɟɔnrot̪un,পরিক্ষাডার,porikkʰadar,থাহ,t̪ʰah
,,ভূট্টা,bʱutta,একেকজনরতুন,ækekɟɔnrot̪un,নিয়ত,niʲot̪,পিযুষির,piɟuʃir
,,বেইচ্চালায়,be͡i̯ccalaʲ,দরনর,d̪ɔronor,তারাবির,t̪arabir,লাগানুর,laganur
,,বেইচ্চালবো,be͡i̯ccalbo,ফেশা,pʰeʃa,নামায,namaɟ,লাগাচ্ছে,lagaccʰe
,,বেইচ্চালাউক,be͡i̯ccala͡u̯k,উড়িবরলাই,uɽibɔrla͡i̯,খতম,kʰɔt̪om,আজকেও,aɟke͡o̯
,,বালাইত্তো,bala͡i̯t̪t̪o,যেহোন,ɟehon,আল্লাহয়,allahoʲ,বোল্লো,bollo
,,হমাইল্লার,hɔma͡i̯llar,আয়েশে,aʲeʃe,দেইক্কো,d̪e͡i̯kko,বিত্তিটা,bit̪t̪ita
,,হম্মুইল্লা,hɔmmu͡i̯lla,যাপন,ɟapon,চাচি,caci,দিয়াও,d̪iʲa͡o̯
,,ছিনামাহলের,cʰinamaholer,সাপ,sap,আজানের,aɟaner,দিয়ানুর,d̪iʲanur
,,তিনজনে,t̪inɟɔne,ন-বুজন,no-buɟɔn,সওয়াব,ʃɔ͡o̯ʷab,এডমিশন,edmiʃon
,,বিয়ার,biʲar,ফেশাগান,pʰeʃagan,দেইক্কা-দেইক্কা,d̪e͡i̯kka-d̪e͡i̯kka,পড়াইতি,pɔɽa͡i̯t̪i
,,মেনু,menu,শুদু,ʃud̪u,শিয়ো,ʃiʲo,না।সেটা,na।ʃeta
,,মেনন,mænon,নিজরে,niɟɔre,খাড়ুইলে,kʰaɽu͡i̯le,অঙ্গকুশরে,ɔŋgokuʃre
,,বাইয়েন,ba͡i̯ʲen,তাইকতো,t̪a͡i̯kɔt̪o,খাড়ুই,kʰaɽu͡i̯,ভালোবাসে,bʱalobaʃe
,,কয়না,kɔʲna,ইয়ানরলাই,iʲanrla͡i̯,জ্বালা,ɟala,কেনো,keno
,,দেওর,d̪e͡o̯r,লোড,lod,কবরো,kɔboro,স্টুডেন্ট,student
,,জিগাইছেনা,ɟiga͡i̯cʰena,ইতারারতু,it̪arart̪u,জ্বলবো,ɟɔlbo,একমাস,ækmaʃ
,,হউরে,ho͡u̯re,ঘুমরতু,gʱumɔrot̪u,আসা-আসি,aʃa-aʃi,সবগুলোয়,ʃɔbguloʲ
,,হউরের,ho͡u̯rer,গুম,gum,নিষ্ঠুর,niʃtʰur,নাইন্টি,na͡i̯nti
,,দেওরে,d̪e͡o̯re,ফররদিন,pʰɔrord̪in,দুনিয়া,d̪uniʲa,মার্ক,marko
,,চিনিইত্তো,cini͡i̯t̪t̪o,হাই-দাইয়েরে,ha͡i̯-d̪a͡i̯ʲere,স্বামিয়ে,ʃamiʲe,বুড়োত্তে,buɽot̪t̪e
,,আমি।ও,ami।o,মেশিন,meʃin,জন্ম,ɟɔnmo,ভালোবাসে।তোরে,bʱalobaʃe।t̪ore
,,জালা,ɟala,অনরতুন,ɔnɔrot̪un,এরতে,ert̪e,রাহুল,rahul
,,ধাক্কা,d̪ʱakka,ন-লাগের,nɔ-lager,আল্লাহর,allahor,বলতেছে,bolt̪ecʰe
,,ইকরাত,ikrat̪,হড়া,hɔɽa,দেহেনচে,d̪ehence,বৌদী,bo͡u̯d̪i
,,ছেড়ি,cʰeɽi,হইরদেই,ho͡i̯͡i̯d̪e͡i̯,শৈল,ʃo͡i̯l,বোরকা,borka
,,জমক,ɟɔmok,সময়ে,ʃɔmɔʲe,আইতারবো,a͡i̯t̪arbo,পরা,pɔra
,,ইশাডা,iʃada,ব্যাংক,bæŋk,ফইরো,pʰo͡i̯ro,সবসুমায়,ʃɔbʃumaʲ
,,দুয়ার,d̪uʲar,আরামে,arame,নবিজিও,nobiɟi͡o̯,দেখি,d̪ekʰi
,,ছুটন,cʰuton,ব্যাংকারের,bæŋkarer,ইসলামে,islame,কইসি,ko͡i̯ʃi
,,কিতানা,kit̪ana,সম্মান্যো,ʃɔmmanno,রাকাতওই,rakat̪o͡i̯,যেখানে,ɟekʰane
,,বাচ্চু,baccu,খামাইবু,kʰama͡i̯bu,ফড়ুন,pʰoɽun,সেখানেই,ʃekʰane͡i̯
,,মিয়ার,miʲar,অফিসারের,ɔpʰisarer,জুলুম,ɟulum,ভুলতে,bʱult̪e
,,ছিয়াইম্মা,cʰiʲa͡i̯mma,দোয়ানদারের,d̪oʲand̪arer,করনের,koroner,আমারমতো,amarmot̪o
,,ছিয়াম,cʰiʲam,আরেক্কানা,arekkana,অখন,ɔkʰon,আমাকে,amake
,,তারাবাড়ি,t̪arabaɽi,স্পষ্ট,spɔʃto,সুইয়া,ʃu͡i̯ʲa,ডাকে,dake
,,নামহরা,namhora,খইতা,kʰo͡i̯t̪a,ফইড়ো,pʰo͡i̯ɽo,ছবিতি,cʰobit̪i
,,মুর্শিদ,murʃid̪,ব্যাংকারর,bæŋkaror,শৈলো,ʃo͡i̯lo,পিপাসা,pipaʃa
,,কসাই,kɔʃa͡i̯,মালিশ,maliʃ,তৈ,t̪o͡i̯,রাখিস,rakʰiʃ
,,টরু,tru,ইতারারব,it̪ararbo,লাগ্লে,lagle,স্মরণ,ʃɔrɔn
,,জবো,ɟɔbo,বুঝান,buɟʱan,ফরবা,pʰɔrba,করিসনে,koriʃɔne
,,মির্জাবাজার,mirɟabaɟar,ডিপোজিট,dipoɟit,দিওনা,d̪i͡o̯na,পিপাসারে,pipaʃare
,,হোউরও,ho͡u̯ro,অককলরতুন,ɔkoklort̪un,শয়তানের,ʃɔʲt̪aner,গানের,ganer
,,হোউর,ho͡u̯r,ন-ফরে,nɔ-pʰɔre,শয়তানে,ʃɔʲt̪ane,গানডা,ganda
,,শহরে,ʃɔhore,হইতেই,ho͡i̯t̪e͡i̯,তরকো,t̪ɔrko,কমেন্টে,kɔmente
,,হোউরে,ho͡u̯re,মারকেটিঙর,marketiŋor,বান্দাগরে,band̪agɔre,বলেছো,bolecʰo
,,দুদ,d̪ud̪,চউরি,cɔ͡u̯ri,জিদ,ɟid̪,জন্যইতো,ɟonno͡i̯t̪o
,,বাইন্নার,ba͡i̯nnar,এরমধ্যে,ermodd̪ʱe,উঠ,utʰ,রেখেছি,rekʰecʰi
,,এয়ানো,eʲano,টার্গেটর,targetor,ফজর,pʰɔɟor,দেখেছি,d̪ekʰecʰi
,,বাইচ্চুর,ba͡i̯ccur,হাজর,haɟor,অক্ত,ɔkt̪o,মিছ,micʰo
,,গেইট,ge͡i̯t,উঅররতুন,u͡ɔ̯rorot̪un,ফজরের,pʰɔɟorer,কত্তিসি,kɔt̪t̪isi
,,দেলচে,d̪elce,দিতেই,d̪it̪e͡i̯,যোহরের,ɟohorer,উঅ,u͡o̯
,,সন্নকার,ʃɔnnokar,গরিয়রে,goriʲore,বান্দা,band̪a,আসবো,aʃbo
,,ইয়ানো,iʲano,সন্তুষ্ট,ʃɔnt̪uʃto,ফজরো,pʰɔɟoro,সুমা-টুমা,ʃuma-tuma
,,ছিনচি,cʰinci,ন-ফারে,nɔ-pʰare,যোহরও,ɟohoro,দোলা,d̪ola
,,মিলডার,mildar,ম্যানেজম্যান্টরে,mæneɟomæntɔre,দুফুরে,d̪upʰure,ভক্ত,bʱokt̪o
,,ফুলডা,pʰulda,এনকি,ænki,বান্দায়,band̪aʲ,বুঝিনি,buɟʱini
,,ফুলডারতে,pʰuldart̪e,যাইয়রেও,ɟa͡i̯ʲore͡o̯,যোহরো,ɟohoro,দঊলতপুর,d̪ulɔt̪opur
,,হেইমুগে,he͡i̯muge,গিয়্যেরে,gikkere,আসর,aʃor,যাবাবনি,ɟababoni
,,হিইর‍্যাবার,hi͡i̯rɟabar,রিল্যাক্স,rilækʃo,এশার,eʃar,অঙ্কুশ,ɔŋkuʃ
,,ছেরারা,cʰerara,থাকিবেন,t̪ʰakiben,ফরেরদিন,pʰɔrerd̪in,পচুর,pocur
,,ওয়ালডা,oʷalda,বর্তমান,bɔrt̪oman,নিরাশ,niraʃ,গরমডা,gɔromda
,,সাম্নেই,ʃamne͡i̯,যুগর,ɟugor,এশাও,eʃa͡o̯,কুমুক,kumuk
,,মুহোগিয়া,muhogiʲa,বেকার,bækar,ফুইতো,pʰu͡i̯t̪o,একটু,ektu
,,ওয়ালডাত,oʷaldat̪,ব্যাংকিংর,bæŋkiŋr,বেয়াদ্দপ,beʲad̪d̪op,কিউট,ki͡u̯t
,,হেইবাইত্তেই,he͡i̯ba͡i̯t̪t̪e͡i̯,ঝুকি,ɟʱuki,আযান,aɟan,বোঝোনা,bopʰona
,,একবাইতই,ækba͡i̯t̪o͡i̯,স্যুটেড,sæ͡u̯ted,হুকুম,hukum,বলিছিস,bolicʰiʃ
,,হেইবাইত্তে,he͡i̯ba͡i̯t̪t̪e,বুটেড,buted,ফালন,pʰalon,।ওইতো,।o͡i̯t̪o
,,বারিডা,barida,উয়রের,uʲorer,সয়ে,ʃɔʲe,দিনভরে,d̪inbʱɔre
,,ফারোয়াই,pʰaroʷa͡i̯,উডিতে,udit̪e,অজুয়ে,oɟuʲe,বাল্লাগে,ballage
,,মুক্তারা,mukt̪ara,দেইখতে,d̪e͡i̯kʰot̪e,ফেইস,pʰe͡i̯s,থায়ি,t̪ʰaʲi
,,ইশা,iʃa,ফিছনেই,pʰicʰone͡i̯,ওয়াস,oʷas,চাপ্‌,cap
,,চিনছি,cincʰi,দুইরজুম,d̪u͡i̯rɟum,অজু,oɟu,ঘুমাই,gʱuma͡i̯
,,গরি,gori,থাইক্যুম,t̪ʰa͡i̯kd̪ʱum,অজুওই,oɟu͡o̯i,আরা,ara
,,আমরারটা,amrarta,আত্মকেন্দ্রীক,at̪t̪okend̪rik,মুখওই,mukʰo͡i̯,মানুষজোন-টোন,manuʃɟon-ton
,,দেহোছে,d̪ehocʰe,যিন্দি,ɟind̪i,ফ্রেশ,pʰreʃ,চলাচল,cɔlacɔl
,,ছাঙ্গা,cʰaŋga,যিয়্যানরে,ɟikkʰanɔre,রহমত,rɔhɔmɔt̪,বেড়ৈরে,beɽo͡i̯re
,,টাঙ্গায়া,taŋgaʲa,সেক্টরের,sektɔrer,শরিফের,ʃoripʰer,কয়ছে,koʲcʰe
,,তইছে,t̪o͡i̯cʰe,অপমান,ɔpoman,লেহাওই,leha͡o̯i,সংসার-পাতি,ʃɔŋsar-pat̪i
,,বিচারে,bicare,বেইগ্যিন,be͡i̯ggin,প্রত্যেকটা,prot̪t̪ekta,পাতপা,pat̪pa
,,উল্ডায়ালছো,uldaʷalcʰo,লজ্জা,lɔɟɟa,আয়াতওই,aʲat̪o͡i̯,যিরাকম,ɟirakm
,,খাইতাইন,kʰa͡i̯t̪a͡i̯n,তাহিননফারিবো,t̪ahinɔnpʰaribo,দেইয়া,d̪e͡i̯ʲa,পারবিনে,parbine
,,মিলাইতাছি,mila͡i̯t̪acʰi,ব্যাংকর,bæŋkɔr,ফড়েন,pʰɔɽen,ওউ,o͡u̯
,,খাইবাইন,kʰa͡i̯ba͡i̯n,চউরির,cɔ͡u̯rir,মুনওই,muno͡i̯,মাতো,mat̪o
,,নেইনগা,ne͡i̯nɔga,ইককাতো,ikkat̪o,ফড়নের,pʰoɽoner,শরিলডা,ʃorilda
,,গুসলও,guʃɔlo,মাইয়াঅল,ma͡i̯ʲa͡ɔ̯lo,হাবিবা,habiba,পাসপোট,paʃpot
,,ছবিডি,cʰobidi,তোষামোদর,t̪oʃamod̪ɔr,আপ্পায়,appaʲ,ব্যাড়াবে,bæɽabe
,,ফাহিম্যা,pʰahimæ,যিবারে,ɟibare,গেইত্তা,ge͡i̯t̪t̪a,রেডি,redi
,,নেডে,nede,অইলিং,ɔ͡i̯liŋ,যাইতারেগা,ɟa͡i̯t̪arega,ইউরোপের,i͡u̯roper
,,সবাইতো,ʃɔba͡i̯t̪o,গন্টা,gɔnta,দিয়াওই,d̪iʲa͡o̯i,ঢুকার,dʱukar
,,অয়নাতো,ɔʲonat̪o,তোষামোদই,t̪oʃamod̪o͡i̯,জিন্দিগি,ɟind̪igi,ইটালি/জার্মানি,itali/ɟarmani
,,এওয়ে,e͡o̯ʲe,দুঃখের,d̪uʃkʰer,গড়বা,gɔɽba,আইএলটেস,a͡i̯eltes
,,মুন্নাভাই,munnabʱa͡i̯,সেক্টর,sektɔr,কুরআনে,kurane,আইএল্টেসের,a͡i̯elteser
,,করলি,korli,যেটুকু,ɟetuku,সত্য,ʃot̪t̪o,উত্তম,ut̪t̪om
,,ভাসে,bʱaʃe,জ্ঞানে,gæne,মিথ্যা,mit̪t̪ʰa,জামাইবাবুও,ɟama͡i̯babu͡o̯
,,অসুখ,ɔʃukʰ,অওনে,ɔ͡o̯ne,ঘুমে,gʱume,বলেছে,bolecʰe
,,নানিবাইত্তে,naniba͡i̯t̪t̪e,ঢুইকতো,dʱu͡i̯kɔt̪o,শ্রেষ্ঠ,sreʃtʰo,অত্তম,ɔt̪t̪om
,,দেখতো,d̪ekʰt̪o,অনার্স-মাস্টার্স,ɔnars-mastars,কিতাব,kit̪ab,জামাইবাবুর,ɟama͡i̯babur
,,ছুতু,cʰut̪u,কেরানি,kerani,অন্যতা,ɔnnot̪a,দুইজনরে,d̪u͡i̯ɟɔnre
,,কাইল,ka͡i̯l,ঢুকের,dʱuker,দুনিয়াতে,d̪uniʲat̪e,সুদুরপ্রসারী,ʃud̪urproʃari
,,লয়াইছিন,lɔʲa͡i̯cʰin,ঢুকিলো,dʱukilo,মুসলিম,muslim,।ইউরোপে,।i͡u̯rope
,,মার্কেটো,marketo,পোস্টাত,postat̪o,পুরস্কার,puroʃkar,ইউরোপে,i͡u̯rope
,,ঘুরছিন,gʱurcʰin,কুবই,kubo͡i̯,মুসলমানের,muʃɔlmaner,দুবাই,d̪uba͡i̯
,,তাফরে,t̪apʰɔre,দুককজনক,d̪ukkɟɔnok,আখেরি,akʰeri,সৌদি,so͡u̯d̪i
,,ঘুমায়া,gʱumaʲa,তারারতুনও,t̪arart̪uno,নবির,nobir,এগুলোতো,egulot̪o
,,অনলাইন,ɔnɔla͡i̯n,যাইয়রে,ɟa͡i̯ʲore,উম্মত,ummɔt̪ɔ,বাঙ্গলাদেশের,baŋgolad̪eʃer
,,চুয়ান্ন,cuʲanno,কুব,kubo,রাকছে,rakcʰe,মোতো,mot̪o
,,ফঞ্চান্নো,pʰɔncanno,ফুয়াঅককলর,pʰuʲa͡ɔ̯kkɔlor,সুমাইয়ায়,ʃuma͡i̯ʲaʲ,গেলে,gele
,,টাঙ্গায়ালাইন,taŋgaʷala͡i̯n,অবমুল্যায়ন,ɔbomulæʲon,গুমায়,gumaʲ,যেতে,ɟet̪e
,,টাইট,ta͡i̯t,লেবেলর,lebelɔr,রইছো,ro͡i̯cʰo,থামবো,t̪ʰambo
,,বানতারলো,bant̪arɔlo,স্বাদ,ʃad̪,ইয়ারপোর্টের,iʲarporter,কালকেই,kalke͡i̯
,,বানছে,bancʰe,মাইনসর,ma͡i̯nʃɔr,ইয়ারপোর্ট,iʲarport,কাইলকেই,ka͡i̯lke͡i̯
,,ছুতা,cʰut̪a,যিয়ানরে,ɟiʲanre,তুলছিলা,t̪ulcʰila,বাঁচি,bãci
,,ঘড়িডা,gʱoɽida,চিটাইঙগা,cita͡i̯ŋga,গুমাইছো,guma͡i̯cʰo,তও,t̪ɔ͡o̯
,,টেহাদা,tehad̪a,ব্যাংকাররতুন,bæŋkarort̪un,না।আফরে,na।apʰɔre,দশের,d̪ɔʃer
,,মল্লারের,mɔllarer,দেহম,d̪ehɔm,তুলছিলাম,t̪ulcʰilam,যাবেনা,ɟabena
,,বসসর,bɔʃoʃɔr,কেসিং,keʃiŋ,খাইবেন,kʰa͡i̯ben,মাসুস,maʃuʃ
,,মেকারের,mækarer,ন-লাগাই,nɔ-laga͡i̯,বয়াইছিন,bɔʲa͡i̯cʰin,বলিছিলো,bolicʰilo
,,যহনতে,ɟɔhont̪e,উয়া,uʲa,ভাল্লাগদারতো,bʱallagd̪art̪o,চৈদ্দো,co͡i̯d̪d̪o
,,ঘড়ি,gʱoɽi,জলজইললা,ɟɔlɟo͡i̯lɔla,উডো,udo,।উম্ম,।ummo
,,ঘড়িতো,gʱoɽit̪o,মিককা,mikka,উডো-উডো,udo-udo,এগ্রিকালচার,ægrikalcar
,,ঘুরার,gʱurar,কেসিঙর,keʃiŋor,খাড়ুমু,kʰaɽumu,আপনের,aponer
,,বাফও,bapʰo,ডইল,do͡i̯l,ফরমু,pʰɔrmu,বলবে,bolbe
,,কাডের,kader,বুইজজননে,bu͡i̯ɟɟɔnne,শীতো,ʃit̪o,বলছিলো,bolcʰilo
,,জামালফুর,ɟamalpʰur,ইতারারতুন,it̪arart̪un,সঙ্কর,ʃɔŋkɔr,কৈছে,ko͡i̯cʰe
,,হাইট্টা,ha͡i̯tta,আইয়েরেও,a͡i̯ʲere͡o̯,ব্লগার,blɔgar,তোরেতো,t̪oret̪o
,,আওন,a͡o̯n,ফরেরদিন,pʰɔrerd̪in,শীতে,ʃit̪e,কৈসকেনে,ko͡i̯ʃokene
,,থানারগাট,t̪ʰanargat,অফিসতও,ɔpʰiʃɔt̪o,হুগাইবো,huga͡i̯bo,ভগ্নিপতিরেও,bʱɔgnipot̪ire͡o̯
,,মজিদপুর,moɟid̪pur,শেষমেষে,ʃeʃɔmeʃe,শীত,ʃit̪,সতীন,ʃot̪in
,,রিয়াদরা,riʲad̪ɔra,রোবটের,robter,বিজরমা,biɟɔrma,ভগ্নিপতি,bʱɔgnipot̪i
,,ছিনচিই,cʰinci͡i̯,চলাফেরা,cɔlapʰera,সোয়াদেরে,ʃoʲad̪ere,উড়োয়,uɽoʲ
,,তানারঘাট,t̪anargʱat,ধরন,d̪ʱɔron,থাহন,t̪ʰahon,হাসিডা,haʃida
